model,mode,gate,arm,case,sgroup,D,outcome,p0,extra
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,40,scarlet,2439594,WRONG_DISTRACTOR,0.8049,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,40,scarlet,2439594,WRONG_DISTRACTOR,0.7973,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,40,scarlet,2439594,OTHER,0.7453,cw=9395262
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,40,scarlet,2439594,OTHER,0.7264,cw=9395262
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,40,scarlet,2439594,OTHER,0.7312,cw=9395262
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,41,grey,4162380,CORRECT,0.8121,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,41,grey,4162380,CORRECT,0.8714,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,41,grey,4162380,CORRECT,0.8441,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,41,grey,4162380,STILL_D,0.8073,cw=4691351
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,41,grey,4162380,STILL_D,0.8308,cw=4691351
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,41,grey,4162380,FOLLOWED_FALSE,0.8237,cw=4691351
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,42,bronze,7645954,CORRECT,0.8534,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,42,bronze,7645954,CORRECT,0.8834,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,42,bronze,7645954,WRONG_DISTRACTOR,0.8841,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,42,bronze,7645954,OTHER,0.8539,cw=2720137
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,42,bronze,7645954,OTHER,0.8678,cw=2720137
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,42,bronze,7645954,FOLLOWED_FALSE,0.8568,cw=2720137
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,43,white,2618759,CORRECT,0.8508,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,43,white,2618759,CORRECT,0.8759,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,43,white,2618759,WRONG_DISTRACTOR,0.8744,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,43,white,2618759,OTHER,0.8502,cw=9589003
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,43,white,2618759,STILL_D,0.869,cw=9589003
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,43,white,2618759,FOLLOWED_FALSE,0.8663,cw=9589003
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,44,grey,1066539,CORRECT,0.7708,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,44,grey,1066539,CORRECT,0.8032,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,44,grey,1066539,CORRECT,0.7898,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,44,grey,1066539,STILL_D,0.7607,cw=6451457
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,44,grey,1066539,STILL_D,0.7588,cw=6451457
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,44,grey,1066539,FOLLOWED_FALSE,0.7648,cw=6451457
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,45,teal,4795090,WRONG_DISTRACTOR,0.7692,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,45,teal,4795090,CORRECT,0.8602,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,45,teal,4795090,WRONG_DISTRACTOR,0.8178,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,45,teal,4795090,OTHER,0.7763,cw=5576717
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,45,teal,4795090,OTHER,0.7784,cw=5576717
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,45,teal,4795090,OTHER,0.7531,cw=5576717
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,46,navy,1349608,WRONG_DISTRACTOR,0.854,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,46,navy,1349608,CORRECT,0.8907,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,46,navy,1349608,WRONG_DISTRACTOR,0.8684,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,46,navy,1349608,OTHER,0.8466,cw=5258815
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,46,navy,1349608,OTHER,0.8605,cw=5258815
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,46,navy,1349608,OTHER,0.8515,cw=5258815
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,47,black,3634599,WRONG_DISTRACTOR,0.8073,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,47,black,3634599,WRONG_DISTRACTOR,0.8372,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,47,black,3634599,WRONG_DISTRACTOR,0.8315,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,47,black,3634599,OTHER,0.8228,cw=1727938
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,47,black,3634599,OTHER,0.8028,cw=1727938
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,47,black,3634599,FOLLOWED_FALSE,0.8125,cw=1727938
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,48,violet,9455034,WRONG_DISTRACTOR,0.7744,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,48,violet,9455034,CORRECT,0.8493,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,48,violet,9455034,WRONG_DISTRACTOR,0.7751,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,48,violet,9455034,FOLLOWED_FALSE,0.7744,cw=3144381
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,48,violet,9455034,OTHER,0.7731,cw=3144381
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,48,violet,9455034,OTHER,0.7681,cw=3144381
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,49,scarlet,6012756,WRONG_DISTRACTOR,0.7844,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,49,scarlet,6012756,CORRECT,0.8626,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,49,scarlet,6012756,WRONG_DISTRACTOR,0.812,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,49,scarlet,6012756,OTHER,0.7886,cw=5967289
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,49,scarlet,6012756,OTHER,0.7906,cw=5967289
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,49,scarlet,6012756,OTHER,0.7726,cw=5967289
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,50,amber,5248831,WRONG_DISTRACTOR,0.7799,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,50,amber,5248831,CORRECT,0.8515,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,50,amber,5248831,WRONG_DISTRACTOR,0.8186,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,50,amber,5248831,OTHER,0.7652,cw=5976985
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,50,amber,5248831,OTHER,0.7765,cw=5976985
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,50,amber,5248831,OTHER,0.7678,cw=5976985
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,51,red,1659098,WRONG_DISTRACTOR,0.7534,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,51,red,1659098,CORRECT,0.8151,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,51,red,1659098,WRONG_DISTRACTOR,0.7702,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,51,red,1659098,FOLLOWED_FALSE,0.7598,cw=9652138
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,51,red,1659098,FOLLOWED_FALSE,0.7916,cw=9652138
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,51,red,1659098,FOLLOWED_FALSE,0.7671,cw=9652138
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,52,scarlet,4654188,WRONG_DISTRACTOR,0.7861,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,52,scarlet,4654188,CORRECT,0.8336,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,52,scarlet,4654188,CORRECT,0.8314,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,52,scarlet,4654188,OTHER,0.7744,cw=4497848
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,52,scarlet,4654188,OTHER,0.7824,cw=4497848
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,52,scarlet,4654188,OTHER,0.7913,cw=4497848
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,53,blue,7515983,CORRECT,0.7652,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,53,blue,7515983,CORRECT,0.8237,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,53,blue,7515983,CORRECT,0.7998,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,53,blue,7515983,STILL_D,0.7496,cw=8476826
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,53,blue,7515983,STILL_D,0.7653,cw=8476826
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,53,blue,7515983,OTHER,0.7922,cw=8476826
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,54,navy,1495937,CORRECT,0.8463,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,54,navy,1495937,CORRECT,0.87,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,54,navy,1495937,CORRECT,0.862,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,54,navy,1495937,STILL_D,0.8497,cw=4843665
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,54,navy,1495937,STILL_D,0.8475,cw=4843665
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,54,navy,1495937,FOLLOWED_FALSE,0.8347,cw=4843665
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,55,ivory,4195089,CORRECT,0.7614,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,55,ivory,4195089,CORRECT,0.8743,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,55,ivory,4195089,CORRECT,0.8151,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,55,ivory,4195089,FOLLOWED_FALSE,0.7692,cw=6571397
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,55,ivory,4195089,STILL_D,0.7743,cw=6571397
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,55,ivory,4195089,FOLLOWED_FALSE,0.7754,cw=6571397
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,56,ivory,5476179,CORRECT,0.763,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,56,ivory,5476179,CORRECT,0.8297,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,56,ivory,5476179,CORRECT,0.7455,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,56,ivory,5476179,STILL_D,0.7631,cw=2975209
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,56,ivory,5476179,STILL_D,0.7757,cw=2975209
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,56,ivory,5476179,OTHER,0.7451,cw=2975209
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,57,ivory,7492530,WRONG_DISTRACTOR,0.8109,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,57,ivory,7492530,CORRECT,0.8547,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,57,ivory,7492530,WRONG_DISTRACTOR,0.8093,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,57,ivory,7492530,FOLLOWED_FALSE,0.8046,cw=5632301
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,57,ivory,7492530,FOLLOWED_FALSE,0.8016,cw=5632301
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,57,ivory,7492530,FOLLOWED_FALSE,0.8101,cw=5632301
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,58,navy,5893206,WRONG_DISTRACTOR,0.8388,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,58,navy,5893206,CORRECT,0.8531,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,58,navy,5893206,WRONG_DISTRACTOR,0.8582,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,58,navy,5893206,FOLLOWED_FALSE,0.839,cw=1087091
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,58,navy,5893206,FOLLOWED_FALSE,0.8375,cw=1087091
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,58,navy,5893206,FOLLOWED_FALSE,0.8537,cw=1087091
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,59,bronze,4714574,WRONG_DISTRACTOR,0.776,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,59,bronze,4714574,WRONG_DISTRACTOR,0.8413,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,59,bronze,4714574,WRONG_DISTRACTOR,0.8157,
meta-llama/Llama-3.2-3B,implicit,gate1,corr_AB,59,bronze,4714574,FOLLOWED_FALSE,0.7915,cw=5036799
meta-llama/Llama-3.2-3B,implicit,gate1,corr_BC,59,bronze,4714574,FOLLOWED_FALSE,0.7741,cw=5036799
meta-llama/Llama-3.2-3B,implicit,gate1,corr_CD,59,bronze,4714574,FOLLOWED_FALSE,0.7719,cw=5036799
meta-llama/Llama-3.2-3B,implicit,gate2,full,0,scarlet,3099490,CORRECT,0.7965,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,0,scarlet,3099490,CORRECT,0.8087,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,0,scarlet,3099490,CORRECT,0.789,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,0,scarlet,3099490,WRONG_DISTRACTOR,0.7322,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,0,scarlet,3099490,CORRECT,0.7978,
meta-llama/Llama-3.2-3B,implicit,gate2,full,1,indigo,7364070,CORRECT,0.7508,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,1,indigo,7364070,CORRECT,0.7789,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,1,indigo,7364070,CORRECT,0.7387,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,1,indigo,7364070,WRONG_DISTRACTOR,0.7246,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,1,indigo,7364070,CORRECT,0.7475,
meta-llama/Llama-3.2-3B,implicit,gate2,full,2,white,1776466,CORRECT,0.8608,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,2,white,1776466,CORRECT,0.873,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,2,white,1776466,CORRECT,0.8609,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,2,white,1776466,WRONG_DISTRACTOR,0.7219,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,2,white,1776466,CORRECT,0.8605,
meta-llama/Llama-3.2-3B,implicit,gate2,full,3,white,8035866,CORRECT,0.8064,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,3,white,8035866,WRONG_DISTRACTOR,0.8302,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,3,white,8035866,WRONG_DISTRACTOR,0.8082,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,3,white,8035866,WRONG_DISTRACTOR,0.7127,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,3,white,8035866,WRONG_DISTRACTOR,0.8051,
meta-llama/Llama-3.2-3B,implicit,gate2,full,4,scarlet,6287951,WRONG_DISTRACTOR,0.7296,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,4,scarlet,6287951,WRONG_DISTRACTOR,0.7607,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,4,scarlet,6287951,WRONG_DISTRACTOR,0.7433,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,4,scarlet,6287951,WRONG_DISTRACTOR,0.7064,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,4,scarlet,6287951,WRONG_DISTRACTOR,0.7332,
meta-llama/Llama-3.2-3B,implicit,gate2,full,5,white,3430050,CORRECT,0.7602,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,5,white,3430050,CORRECT,0.7592,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,5,white,3430050,CORRECT,0.7576,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,5,white,3430050,WRONG_DISTRACTOR,0.7338,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,5,white,3430050,CORRECT,0.7602,
meta-llama/Llama-3.2-3B,implicit,gate2,full,6,grey,3901988,CORRECT,0.8219,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,6,grey,3901988,CORRECT,0.8296,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,6,grey,3901988,CORRECT,0.8247,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,6,grey,3901988,WRONG_DISTRACTOR,0.8123,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,6,grey,3901988,CORRECT,0.8229,
meta-llama/Llama-3.2-3B,implicit,gate2,full,7,white,2951458,WRONG_DISTRACTOR,0.7713,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,7,white,2951458,WRONG_DISTRACTOR,0.7782,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,7,white,2951458,WRONG_DISTRACTOR,0.7525,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,7,white,2951458,WRONG_DISTRACTOR,0.7391,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,7,white,2951458,WRONG_DISTRACTOR,0.7725,
meta-llama/Llama-3.2-3B,implicit,gate2,full,8,navy,1592874,CORRECT,0.8522,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,8,navy,1592874,CORRECT,0.8585,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,8,navy,1592874,CORRECT,0.8369,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,8,navy,1592874,WRONG_DISTRACTOR,0.7185,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,8,navy,1592874,CORRECT,0.8355,
meta-llama/Llama-3.2-3B,implicit,gate2,full,9,teal,5993000,WRONG_DISTRACTOR,0.7627,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,9,teal,5993000,WRONG_DISTRACTOR,0.7714,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,9,teal,5993000,WRONG_DISTRACTOR,0.7578,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,9,teal,5993000,WRONG_DISTRACTOR,0.6767,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,9,teal,5993000,WRONG_DISTRACTOR,0.7539,
meta-llama/Llama-3.2-3B,implicit,gate2,full,10,black,4873453,CORRECT,0.8022,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,10,black,4873453,CORRECT,0.8058,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,10,black,4873453,CORRECT,0.7984,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,10,black,4873453,WRONG_DISTRACTOR,0.7841,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,10,black,4873453,CORRECT,0.8002,
meta-llama/Llama-3.2-3B,implicit,gate2,full,11,crimson,8953739,WRONG_DISTRACTOR,0.7457,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,11,crimson,8953739,WRONG_DISTRACTOR,0.7793,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,11,crimson,8953739,WRONG_DISTRACTOR,0.7509,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,11,crimson,8953739,WRONG_DISTRACTOR,0.746,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,11,crimson,8953739,WRONG_DISTRACTOR,0.7496,
meta-llama/Llama-3.2-3B,implicit,gate2,full,12,red,9676148,WRONG_DISTRACTOR,0.8311,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,12,red,9676148,WRONG_DISTRACTOR,0.8364,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,12,red,9676148,WRONG_DISTRACTOR,0.8317,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,12,red,9676148,WRONG_DISTRACTOR,0.8146,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,12,red,9676148,WRONG_DISTRACTOR,0.848,
meta-llama/Llama-3.2-3B,implicit,gate2,full,13,teal,9603810,WRONG_DISTRACTOR,0.7995,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,13,teal,9603810,WRONG_DISTRACTOR,0.8126,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,13,teal,9603810,WRONG_DISTRACTOR,0.8053,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,13,teal,9603810,WRONG_DISTRACTOR,0.7334,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,13,teal,9603810,WRONG_DISTRACTOR,0.8023,
meta-llama/Llama-3.2-3B,implicit,gate2,full,14,maroon,8292567,WRONG_DISTRACTOR,0.7973,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,14,maroon,8292567,WRONG_DISTRACTOR,0.8164,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,14,maroon,8292567,WRONG_DISTRACTOR,0.7989,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,14,maroon,8292567,WRONG_DISTRACTOR,0.7766,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,14,maroon,8292567,WRONG_DISTRACTOR,0.7981,
meta-llama/Llama-3.2-3B,implicit,gate2,full,15,copper,7334003,WRONG_DISTRACTOR,0.8175,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,15,copper,7334003,WRONG_DISTRACTOR,0.8265,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,15,copper,7334003,WRONG_DISTRACTOR,0.8194,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,15,copper,7334003,WRONG_DISTRACTOR,0.8,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,15,copper,7334003,WRONG_DISTRACTOR,0.8137,
meta-llama/Llama-3.2-3B,implicit,gate2,full,16,green,7388902,WRONG_DISTRACTOR,0.7815,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,16,green,7388902,WRONG_DISTRACTOR,0.8115,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,16,green,7388902,WRONG_DISTRACTOR,0.7648,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,16,green,7388902,WRONG_DISTRACTOR,0.7369,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,16,green,7388902,WRONG_DISTRACTOR,0.7816,
meta-llama/Llama-3.2-3B,implicit,gate2,full,17,crimson,1159943,CORRECT,0.7939,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,17,crimson,1159943,CORRECT,0.7867,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,17,crimson,1159943,CORRECT,0.7896,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,17,crimson,1159943,WRONG_DISTRACTOR,0.7535,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,17,crimson,1159943,CORRECT,0.7946,
meta-llama/Llama-3.2-3B,implicit,gate2,full,18,white,8070402,WRONG_DISTRACTOR,0.7668,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,18,white,8070402,WRONG_DISTRACTOR,0.7862,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,18,white,8070402,WRONG_DISTRACTOR,0.7841,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,18,white,8070402,WRONG_DISTRACTOR,0.7537,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,18,white,8070402,WRONG_DISTRACTOR,0.7677,
meta-llama/Llama-3.2-3B,implicit,gate2,full,19,black,8977885,WRONG_DISTRACTOR,0.7811,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,19,black,8977885,WRONG_DISTRACTOR,0.7807,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,19,black,8977885,WRONG_DISTRACTOR,0.7811,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,19,black,8977885,WRONG_DISTRACTOR,0.7633,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,19,black,8977885,WRONG_DISTRACTOR,0.7801,
meta-llama/Llama-3.2-3B,implicit,gate2,full,20,maroon,1920912,WRONG_DISTRACTOR,0.8404,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,20,maroon,1920912,WRONG_DISTRACTOR,0.8273,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,20,maroon,1920912,WRONG_DISTRACTOR,0.8375,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,20,maroon,1920912,WRONG_DISTRACTOR,0.8288,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,20,maroon,1920912,WRONG_DISTRACTOR,0.8359,
meta-llama/Llama-3.2-3B,implicit,gate2,full,21,olive,6261778,WRONG_DISTRACTOR,0.7889,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,21,olive,6261778,WRONG_DISTRACTOR,0.8035,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,21,olive,6261778,WRONG_DISTRACTOR,0.8055,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,21,olive,6261778,WRONG_DISTRACTOR,0.7848,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,21,olive,6261778,WRONG_DISTRACTOR,0.808,
meta-llama/Llama-3.2-3B,implicit,gate2,full,22,black,4767327,CORRECT,0.7801,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,22,black,4767327,CORRECT,0.7934,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,22,black,4767327,CORRECT,0.7753,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,22,black,4767327,WRONG_DISTRACTOR,0.7594,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,22,black,4767327,CORRECT,0.7833,
meta-llama/Llama-3.2-3B,implicit,gate2,full,23,indigo,9899117,WRONG_DISTRACTOR,0.7505,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,23,indigo,9899117,WRONG_DISTRACTOR,0.7788,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_BC,23,indigo,9899117,WRONG_DISTRACTOR,0.749,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CD,23,indigo,9899117,WRONG_DISTRACTOR,0.7219,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_CTRL,23,indigo,9899117,WRONG_DISTRACTOR,0.7488,
meta-llama/Llama-3.2-3B,implicit,gate2,full,24,ivory,1948731,WRONG_DISTRACTOR,0.8186,
meta-llama/Llama-3.2-3B,implicit,gate2,abl_AB,24,ivory,1948731,WRONG_DISTRACTOR,0.8616,
