model,mode,gate,arm,case,sgroup,D,outcome,p0,extra
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,41,grey,4162380,FOLLOWED_FALSE,0.0005,cw=4691351
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,41,grey,4162380,OTHER,0.0005,cw=4691351
meta-llama/Llama-3.2-3B,cot,gate1,baseline,42,bronze,7645954,WRONG_DISTRACTOR,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,42,bronze,7645954,WRONG_DISTRACTOR,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,42,bronze,7645954,WRONG_DISTRACTOR,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,42,bronze,7645954,FOLLOWED_FALSE,0.0002,cw=2720137
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,42,bronze,7645954,FOLLOWED_FALSE,0.0004,cw=2720137
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,42,bronze,7645954,FOLLOWED_FALSE,0.0004,cw=2720137
meta-llama/Llama-3.2-3B,cot,gate1,baseline,43,white,2618759,CORRECT,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,43,white,2618759,CORRECT,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,43,white,2618759,CORRECT,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,43,white,2618759,FOLLOWED_FALSE,0.0004,cw=9589003
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,43,white,2618759,FOLLOWED_FALSE,0.0005,cw=9589003
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,43,white,2618759,FOLLOWED_FALSE,0.0005,cw=9589003
meta-llama/Llama-3.2-3B,cot,gate1,baseline,44,grey,1066539,CORRECT,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,44,grey,1066539,CORRECT,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,44,grey,1066539,CORRECT,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,44,grey,1066539,FOLLOWED_FALSE,0.0003,cw=6451457
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,44,grey,1066539,FOLLOWED_FALSE,0.0003,cw=6451457
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,44,grey,1066539,FOLLOWED_FALSE,0.0003,cw=6451457
meta-llama/Llama-3.2-3B,cot,gate1,baseline,45,teal,4795090,WRONG_DISTRACTOR,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,45,teal,4795090,CORRECT,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,45,teal,4795090,CORRECT,0.0002,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,45,teal,4795090,FOLLOWED_FALSE,0.0003,cw=5576717
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,45,teal,4795090,OTHER,0.0003,cw=5576717
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,45,teal,4795090,OTHER,0.0004,cw=5576717
meta-llama/Llama-3.2-3B,cot,gate1,baseline,46,navy,1349608,CORRECT,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,46,navy,1349608,CORRECT,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,46,navy,1349608,CORRECT,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,46,navy,1349608,OTHER,0.0004,cw=5258815
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,46,navy,1349608,OTHER,0.0004,cw=5258815
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,46,navy,1349608,FOLLOWED_FALSE,0.0005,cw=5258815
meta-llama/Llama-3.2-3B,cot,gate1,baseline,47,black,3634599,OTHER,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,47,black,3634599,CORRECT,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,47,black,3634599,CORRECT,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,47,black,3634599,OTHER,0.0004,cw=1727938
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,47,black,3634599,OTHER,0.0004,cw=1727938
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,47,black,3634599,OTHER,0.0004,cw=1727938
meta-llama/Llama-3.2-3B,cot,gate1,baseline,48,violet,9455034,CORRECT,0.0007,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,48,violet,9455034,CORRECT,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,48,violet,9455034,CORRECT,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,48,violet,9455034,STILL_D,0.0006,cw=3144381
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,48,violet,9455034,FOLLOWED_FALSE,0.0007,cw=3144381
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,48,violet,9455034,FOLLOWED_FALSE,0.0007,cw=3144381
meta-llama/Llama-3.2-3B,cot,gate1,baseline,49,scarlet,6012756,CORRECT,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,49,scarlet,6012756,CORRECT,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,49,scarlet,6012756,CORRECT,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,49,scarlet,6012756,OTHER,0.0002,cw=5967289
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,49,scarlet,6012756,FOLLOWED_FALSE,0.0003,cw=5967289
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,49,scarlet,6012756,FOLLOWED_FALSE,0.0003,cw=5967289
meta-llama/Llama-3.2-3B,cot,gate1,baseline,50,amber,5248831,CORRECT,0.0007,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,50,amber,5248831,CORRECT,0.0007,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,50,amber,5248831,CORRECT,0.0008,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,50,amber,5248831,OTHER,0.0006,cw=5976985
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,50,amber,5248831,STILL_D,0.0007,cw=5976985
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,50,amber,5248831,OTHER,0.0007,cw=5976985
meta-llama/Llama-3.2-3B,cot,gate1,baseline,51,red,1659098,CORRECT,0.0007,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,51,red,1659098,CORRECT,0.0007,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,51,red,1659098,CORRECT,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,51,red,1659098,OTHER,0.0007,cw=9652138
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,51,red,1659098,FOLLOWED_FALSE,0.0006,cw=9652138
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,51,red,1659098,OTHER,0.0007,cw=9652138
meta-llama/Llama-3.2-3B,cot,gate1,baseline,52,scarlet,4654188,CORRECT,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,52,scarlet,4654188,CORRECT,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,52,scarlet,4654188,CORRECT,0.0002,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,52,scarlet,4654188,STILL_D,0.0003,cw=4497848
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,52,scarlet,4654188,FOLLOWED_FALSE,0.0003,cw=4497848
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,52,scarlet,4654188,FOLLOWED_FALSE,0.0003,cw=4497848
meta-llama/Llama-3.2-3B,cot,gate1,baseline,53,blue,7515983,CORRECT,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,53,blue,7515983,CORRECT,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,53,blue,7515983,CORRECT,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,53,blue,7515983,OTHER,0.0005,cw=8476826
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,53,blue,7515983,STILL_D,0.0005,cw=8476826
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,53,blue,7515983,OTHER,0.0005,cw=8476826
meta-llama/Llama-3.2-3B,cot,gate1,baseline,54,navy,1495937,CORRECT,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,54,navy,1495937,CORRECT,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,54,navy,1495937,CORRECT,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,54,navy,1495937,FOLLOWED_FALSE,0.0005,cw=4843665
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,54,navy,1495937,FOLLOWED_FALSE,0.0005,cw=4843665
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,54,navy,1495937,FOLLOWED_FALSE,0.0005,cw=4843665
meta-llama/Llama-3.2-3B,cot,gate1,baseline,55,ivory,4195089,CORRECT,0.0006,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,55,ivory,4195089,WRONG_DISTRACTOR,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,55,ivory,4195089,WRONG_DISTRACTOR,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,55,ivory,4195089,STILL_D,0.0006,cw=6571397
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,55,ivory,4195089,STILL_D,0.0005,cw=6571397
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,55,ivory,4195089,FOLLOWED_FALSE,0.0006,cw=6571397
meta-llama/Llama-3.2-3B,cot,gate1,baseline,56,ivory,5476179,CORRECT,0.0008,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,56,ivory,5476179,CORRECT,0.0008,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,56,ivory,5476179,CORRECT,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,56,ivory,5476179,OTHER,0.0005,cw=2975209
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,56,ivory,5476179,FOLLOWED_FALSE,0.0009,cw=2975209
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,56,ivory,5476179,FOLLOWED_FALSE,0.0007,cw=2975209
meta-llama/Llama-3.2-3B,cot,gate1,baseline,57,ivory,7492530,WRONG_DISTRACTOR,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,57,ivory,7492530,WRONG_DISTRACTOR,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,57,ivory,7492530,WRONG_DISTRACTOR,0.0003,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,57,ivory,7492530,FOLLOWED_FALSE,0.0003,cw=5632301
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,57,ivory,7492530,FOLLOWED_FALSE,0.0003,cw=5632301
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,57,ivory,7492530,FOLLOWED_FALSE,0.0003,cw=5632301
meta-llama/Llama-3.2-3B,cot,gate1,baseline,58,navy,5893206,CORRECT,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,58,navy,5893206,CORRECT,0.0005,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,58,navy,5893206,CORRECT,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,58,navy,5893206,STILL_D,0.0004,cw=1087091
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,58,navy,5893206,FOLLOWED_FALSE,0.0005,cw=1087091
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,58,navy,5893206,FOLLOWED_FALSE,0.0005,cw=1087091
meta-llama/Llama-3.2-3B,cot,gate1,baseline,59,bronze,4714574,CORRECT,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D1_deliverD,59,bronze,4714574,CORRECT,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,D2_trueB,59,bronze,4714574,CORRECT,0.0004,
meta-llama/Llama-3.2-3B,cot,gate1,corr_AB,59,bronze,4714574,FOLLOWED_FALSE,0.0005,cw=5036799
meta-llama/Llama-3.2-3B,cot,gate1,corr_BC,59,bronze,4714574,FOLLOWED_FALSE,0.0004,cw=5036799
meta-llama/Llama-3.2-3B,cot,gate1,corr_CD,59,bronze,4714574,FOLLOWED_FALSE,0.0004,cw=5036799
