model,mode,gate,arm,case,sgroup,D,outcome,p0,extra
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,42,bronze,7645954,CORRECT,0.9571,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,42,bronze,7645954,WRONG_DISTRACTOR,0.943,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,42,bronze,7645954,FOLLOWED_FALSE,0.9039,cw=2720137
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,42,bronze,7645954,FOLLOWED_FALSE,0.906,cw=2720137
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,42,bronze,7645954,OTHER,0.9329,cw=2720137
Qwen/Qwen2.5-3B,implicit,gate1,baseline,43,white,2618759,WRONG_DISTRACTOR,0.9129,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,43,white,2618759,CORRECT,0.9507,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,43,white,2618759,WRONG_DISTRACTOR,0.9298,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,43,white,2618759,OTHER,0.9244,cw=9589003
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,43,white,2618759,OTHER,0.9082,cw=9589003
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,43,white,2618759,OTHER,0.9125,cw=9589003
Qwen/Qwen2.5-3B,implicit,gate1,baseline,44,grey,1066539,WRONG_DISTRACTOR,0.9201,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,44,grey,1066539,CORRECT,0.9484,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,44,grey,1066539,CORRECT,0.9391,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,44,grey,1066539,FOLLOWED_FALSE,0.9049,cw=6451457
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,44,grey,1066539,FOLLOWED_FALSE,0.9112,cw=6451457
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,44,grey,1066539,FOLLOWED_FALSE,0.9315,cw=6451457
Qwen/Qwen2.5-3B,implicit,gate1,baseline,45,teal,4795090,WRONG_DISTRACTOR,0.9064,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,45,teal,4795090,CORRECT,0.9519,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,45,teal,4795090,WRONG_DISTRACTOR,0.9157,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,45,teal,4795090,OTHER,0.8927,cw=5576717
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,45,teal,4795090,OTHER,0.9065,cw=5576717
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,45,teal,4795090,OTHER,0.915,cw=5576717
Qwen/Qwen2.5-3B,implicit,gate1,baseline,46,navy,1349608,CORRECT,0.9419,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,46,navy,1349608,CORRECT,0.972,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,46,navy,1349608,CORRECT,0.9699,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,46,navy,1349608,STILL_D,0.9415,cw=5258815
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,46,navy,1349608,STILL_D,0.9479,cw=5258815
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,46,navy,1349608,FOLLOWED_FALSE,0.9372,cw=5258815
Qwen/Qwen2.5-3B,implicit,gate1,baseline,47,black,3634599,WRONG_DISTRACTOR,0.886,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,47,black,3634599,CORRECT,0.9584,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,47,black,3634599,WRONG_DISTRACTOR,0.8989,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,47,black,3634599,OTHER,0.8863,cw=1727938
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,47,black,3634599,OTHER,0.8936,cw=1727938
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,47,black,3634599,OTHER,0.8965,cw=1727938
Qwen/Qwen2.5-3B,implicit,gate1,baseline,48,violet,9455034,CORRECT,0.9225,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,48,violet,9455034,CORRECT,0.96,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,48,violet,9455034,WRONG_DISTRACTOR,0.9471,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,48,violet,9455034,STILL_D,0.9278,cw=3144381
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,48,violet,9455034,STILL_D,0.9064,cw=3144381
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,48,violet,9455034,FOLLOWED_FALSE,0.9342,cw=3144381
Qwen/Qwen2.5-3B,implicit,gate1,baseline,49,scarlet,6012756,WRONG_DISTRACTOR,0.9157,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,49,scarlet,6012756,CORRECT,0.9638,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,49,scarlet,6012756,WRONG_DISTRACTOR,0.9382,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,49,scarlet,6012756,STILL_D,0.9155,cw=5967289
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,49,scarlet,6012756,OTHER,0.9166,cw=5967289
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,49,scarlet,6012756,OTHER,0.9299,cw=5967289
Qwen/Qwen2.5-3B,implicit,gate1,baseline,50,amber,5248831,WRONG_DISTRACTOR,0.9302,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,50,amber,5248831,CORRECT,0.9669,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,50,amber,5248831,WRONG_DISTRACTOR,0.911,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,50,amber,5248831,OTHER,0.9358,cw=5976985
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,50,amber,5248831,OTHER,0.9374,cw=5976985
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,50,amber,5248831,OTHER,0.9317,cw=5976985
Qwen/Qwen2.5-3B,implicit,gate1,baseline,51,red,1659098,WRONG_DISTRACTOR,0.9275,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,51,red,1659098,CORRECT,0.9645,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,51,red,1659098,WRONG_DISTRACTOR,0.9582,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,51,red,1659098,FOLLOWED_FALSE,0.917,cw=9652138
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,51,red,1659098,FOLLOWED_FALSE,0.9503,cw=9652138
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,51,red,1659098,FOLLOWED_FALSE,0.9167,cw=9652138
Qwen/Qwen2.5-3B,implicit,gate1,baseline,52,scarlet,4654188,WRONG_DISTRACTOR,0.9338,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,52,scarlet,4654188,CORRECT,0.9637,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,52,scarlet,4654188,WRONG_DISTRACTOR,0.9607,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,52,scarlet,4654188,FOLLOWED_FALSE,0.9122,cw=4497848
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,52,scarlet,4654188,FOLLOWED_FALSE,0.9314,cw=4497848
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,52,scarlet,4654188,FOLLOWED_FALSE,0.941,cw=4497848
Qwen/Qwen2.5-3B,implicit,gate1,baseline,53,blue,7515983,CORRECT,0.9385,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,53,blue,7515983,CORRECT,0.9653,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,53,blue,7515983,CORRECT,0.9603,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,53,blue,7515983,STILL_D,0.9181,cw=8476826
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,53,blue,7515983,STILL_D,0.9501,cw=8476826
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,53,blue,7515983,FOLLOWED_FALSE,0.9284,cw=8476826
Qwen/Qwen2.5-3B,implicit,gate1,baseline,54,navy,1495937,CORRECT,0.8699,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,54,navy,1495937,CORRECT,0.9646,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,54,navy,1495937,CORRECT,0.94,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,54,navy,1495937,STILL_D,0.8769,cw=4843665
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,54,navy,1495937,STILL_D,0.8754,cw=4843665
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,54,navy,1495937,OTHER,0.9012,cw=4843665
Qwen/Qwen2.5-3B,implicit,gate1,baseline,55,ivory,4195089,CORRECT,0.8979,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,55,ivory,4195089,CORRECT,0.9693,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,55,ivory,4195089,CORRECT,0.9284,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,55,ivory,4195089,STILL_D,0.9021,cw=6571397
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,55,ivory,4195089,STILL_D,0.8969,cw=6571397
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,55,ivory,4195089,FOLLOWED_FALSE,0.8958,cw=6571397
Qwen/Qwen2.5-3B,implicit,gate1,baseline,56,ivory,5476179,CORRECT,0.8952,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,56,ivory,5476179,CORRECT,0.9589,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,56,ivory,5476179,CORRECT,0.9589,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,56,ivory,5476179,STILL_D,0.89,cw=2975209
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,56,ivory,5476179,OTHER,0.8988,cw=2975209
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,56,ivory,5476179,FOLLOWED_FALSE,0.9383,cw=2975209
Qwen/Qwen2.5-3B,implicit,gate1,baseline,57,ivory,7492530,CORRECT,0.9206,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,57,ivory,7492530,CORRECT,0.9633,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,57,ivory,7492530,CORRECT,0.9368,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,57,ivory,7492530,STILL_D,0.9278,cw=5632301
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,57,ivory,7492530,STILL_D,0.9226,cw=5632301
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,57,ivory,7492530,FOLLOWED_FALSE,0.8752,cw=5632301
Qwen/Qwen2.5-3B,implicit,gate1,baseline,58,navy,5893206,WRONG_DISTRACTOR,0.8928,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,58,navy,5893206,CORRECT,0.9382,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,58,navy,5893206,WRONG_DISTRACTOR,0.8933,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,58,navy,5893206,OTHER,0.8443,cw=1087091
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,58,navy,5893206,OTHER,0.8697,cw=1087091
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,58,navy,5893206,OTHER,0.9107,cw=1087091
Qwen/Qwen2.5-3B,implicit,gate1,baseline,59,bronze,4714574,WRONG_DISTRACTOR,0.9554,
Qwen/Qwen2.5-3B,implicit,gate1,D1_deliverD,59,bronze,4714574,CORRECT,0.9659,
Qwen/Qwen2.5-3B,implicit,gate1,D2_trueB,59,bronze,4714574,WRONG_DISTRACTOR,0.9489,
Qwen/Qwen2.5-3B,implicit,gate1,corr_AB,59,bronze,4714574,FOLLOWED_FALSE,0.9582,cw=5036799
Qwen/Qwen2.5-3B,implicit,gate1,corr_BC,59,bronze,4714574,FOLLOWED_FALSE,0.95,cw=5036799
Qwen/Qwen2.5-3B,implicit,gate1,corr_CD,59,bronze,4714574,FOLLOWED_FALSE,0.9561,cw=5036799
Qwen/Qwen2.5-3B,implicit,gate2,full,0,scarlet,3099490,CORRECT,0.9468,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,0,scarlet,3099490,CORRECT,0.965,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,0,scarlet,3099490,CORRECT,0.9506,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,0,scarlet,3099490,WRONG_DISTRACTOR,0.9203,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,0,scarlet,3099490,CORRECT,0.9472,
Qwen/Qwen2.5-3B,implicit,gate2,full,1,indigo,7364070,WRONG_DISTRACTOR,0.9489,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,1,indigo,7364070,WRONG_DISTRACTOR,0.9651,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,1,indigo,7364070,WRONG_DISTRACTOR,0.9557,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,1,indigo,7364070,WRONG_DISTRACTOR,0.9553,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,1,indigo,7364070,WRONG_DISTRACTOR,0.9515,
Qwen/Qwen2.5-3B,implicit,gate2,full,2,white,1776466,CORRECT,0.8563,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,2,white,1776466,CORRECT,0.9425,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,2,white,1776466,CORRECT,0.8628,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,2,white,1776466,WRONG_DISTRACTOR,0.7842,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,2,white,1776466,CORRECT,0.8728,
Qwen/Qwen2.5-3B,implicit,gate2,full,3,white,8035866,CORRECT,0.8896,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,3,white,8035866,CORRECT,0.9122,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,3,white,8035866,CORRECT,0.8932,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,3,white,8035866,WRONG_DISTRACTOR,0.8608,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,3,white,8035866,CORRECT,0.8897,
Qwen/Qwen2.5-3B,implicit,gate2,full,4,scarlet,6287951,WRONG_DISTRACTOR,0.9062,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,4,scarlet,6287951,WRONG_DISTRACTOR,0.9226,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,4,scarlet,6287951,WRONG_DISTRACTOR,0.9125,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,4,scarlet,6287951,WRONG_DISTRACTOR,0.912,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,4,scarlet,6287951,WRONG_DISTRACTOR,0.9165,
Qwen/Qwen2.5-3B,implicit,gate2,full,5,white,3430050,CORRECT,0.931,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,5,white,3430050,CORRECT,0.9333,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,5,white,3430050,CORRECT,0.932,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,5,white,3430050,WRONG_DISTRACTOR,0.8898,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,5,white,3430050,CORRECT,0.9352,
Qwen/Qwen2.5-3B,implicit,gate2,full,6,grey,3901988,CORRECT,0.879,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,6,grey,3901988,CORRECT,0.8912,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,6,grey,3901988,CORRECT,0.8809,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,6,grey,3901988,WRONG_DISTRACTOR,0.7998,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,6,grey,3901988,CORRECT,0.8726,
Qwen/Qwen2.5-3B,implicit,gate2,full,7,white,2951458,WRONG_DISTRACTOR,0.8886,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,7,white,2951458,WRONG_DISTRACTOR,0.9194,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,7,white,2951458,WRONG_DISTRACTOR,0.8859,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,7,white,2951458,WRONG_DISTRACTOR,0.8743,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,7,white,2951458,WRONG_DISTRACTOR,0.8848,
Qwen/Qwen2.5-3B,implicit,gate2,full,8,navy,1592874,CORRECT,0.9057,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,8,navy,1592874,CORRECT,0.9503,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,8,navy,1592874,CORRECT,0.913,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,8,navy,1592874,WRONG_DISTRACTOR,0.8566,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,8,navy,1592874,CORRECT,0.9161,
Qwen/Qwen2.5-3B,implicit,gate2,full,9,teal,5993000,WRONG_DISTRACTOR,0.9272,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,9,teal,5993000,WRONG_DISTRACTOR,0.9346,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,9,teal,5993000,WRONG_DISTRACTOR,0.9176,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,9,teal,5993000,WRONG_DISTRACTOR,0.9077,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,9,teal,5993000,WRONG_DISTRACTOR,0.9271,
Qwen/Qwen2.5-3B,implicit,gate2,full,10,black,4873453,WRONG_DISTRACTOR,0.8961,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,10,black,4873453,WRONG_DISTRACTOR,0.9104,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,10,black,4873453,WRONG_DISTRACTOR,0.8899,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,10,black,4873453,WRONG_DISTRACTOR,0.8896,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,10,black,4873453,WRONG_DISTRACTOR,0.8983,
Qwen/Qwen2.5-3B,implicit,gate2,full,11,crimson,8953739,WRONG_DISTRACTOR,0.9372,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,11,crimson,8953739,WRONG_DISTRACTOR,0.9455,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,11,crimson,8953739,WRONG_DISTRACTOR,0.9347,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,11,crimson,8953739,WRONG_DISTRACTOR,0.9377,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,11,crimson,8953739,WRONG_DISTRACTOR,0.9324,
Qwen/Qwen2.5-3B,implicit,gate2,full,12,red,9676148,WRONG_DISTRACTOR,0.7705,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,12,red,9676148,WRONG_DISTRACTOR,0.7557,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,12,red,9676148,WRONG_DISTRACTOR,0.7509,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,12,red,9676148,WRONG_DISTRACTOR,0.7125,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,12,red,9676148,WRONG_DISTRACTOR,0.7713,
Qwen/Qwen2.5-3B,implicit,gate2,full,13,teal,9603810,WRONG_DISTRACTOR,0.9138,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,13,teal,9603810,WRONG_DISTRACTOR,0.9262,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,13,teal,9603810,WRONG_DISTRACTOR,0.9165,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,13,teal,9603810,WRONG_DISTRACTOR,0.9163,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,13,teal,9603810,WRONG_DISTRACTOR,0.9058,
Qwen/Qwen2.5-3B,implicit,gate2,full,14,maroon,8292567,WRONG_DISTRACTOR,0.8898,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,14,maroon,8292567,WRONG_DISTRACTOR,0.9017,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,14,maroon,8292567,WRONG_DISTRACTOR,0.8823,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,14,maroon,8292567,WRONG_DISTRACTOR,0.8657,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,14,maroon,8292567,WRONG_DISTRACTOR,0.8797,
Qwen/Qwen2.5-3B,implicit,gate2,full,15,copper,7334003,WRONG_DISTRACTOR,0.8454,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,15,copper,7334003,WRONG_DISTRACTOR,0.88,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,15,copper,7334003,WRONG_DISTRACTOR,0.8432,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,15,copper,7334003,WRONG_DISTRACTOR,0.7921,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,15,copper,7334003,WRONG_DISTRACTOR,0.8285,
Qwen/Qwen2.5-3B,implicit,gate2,full,16,green,7388902,WRONG_DISTRACTOR,0.8767,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,16,green,7388902,WRONG_DISTRACTOR,0.9024,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,16,green,7388902,WRONG_DISTRACTOR,0.8735,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,16,green,7388902,WRONG_DISTRACTOR,0.8453,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,16,green,7388902,WRONG_DISTRACTOR,0.8701,
Qwen/Qwen2.5-3B,implicit,gate2,full,17,crimson,1159943,CORRECT,0.8518,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,17,crimson,1159943,CORRECT,0.894,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,17,crimson,1159943,CORRECT,0.8449,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,17,crimson,1159943,WRONG_DISTRACTOR,0.7036,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,17,crimson,1159943,CORRECT,0.8351,
Qwen/Qwen2.5-3B,implicit,gate2,full,18,white,8070402,CORRECT,0.9534,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,18,white,8070402,CORRECT,0.963,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,18,white,8070402,CORRECT,0.9559,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,18,white,8070402,WRONG_DISTRACTOR,0.9187,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,18,white,8070402,CORRECT,0.9535,
Qwen/Qwen2.5-3B,implicit,gate2,full,19,black,8977885,WRONG_DISTRACTOR,0.9344,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,19,black,8977885,WRONG_DISTRACTOR,0.9386,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,19,black,8977885,WRONG_DISTRACTOR,0.9321,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,19,black,8977885,WRONG_DISTRACTOR,0.9261,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,19,black,8977885,WRONG_DISTRACTOR,0.9329,
Qwen/Qwen2.5-3B,implicit,gate2,full,20,maroon,1920912,CORRECT,0.9516,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,20,maroon,1920912,CORRECT,0.9727,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,20,maroon,1920912,CORRECT,0.9505,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,20,maroon,1920912,WRONG_DISTRACTOR,0.9361,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,20,maroon,1920912,CORRECT,0.9495,
Qwen/Qwen2.5-3B,implicit,gate2,full,21,olive,6261778,WRONG_DISTRACTOR,0.9271,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,21,olive,6261778,WRONG_DISTRACTOR,0.9429,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,21,olive,6261778,WRONG_DISTRACTOR,0.9314,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,21,olive,6261778,WRONG_DISTRACTOR,0.9149,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,21,olive,6261778,WRONG_DISTRACTOR,0.9353,
Qwen/Qwen2.5-3B,implicit,gate2,full,22,black,4767327,WRONG_DISTRACTOR,0.843,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,22,black,4767327,WRONG_DISTRACTOR,0.8745,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,22,black,4767327,WRONG_DISTRACTOR,0.8566,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,22,black,4767327,WRONG_DISTRACTOR,0.824,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,22,black,4767327,WRONG_DISTRACTOR,0.8577,
Qwen/Qwen2.5-3B,implicit,gate2,full,23,indigo,9899117,WRONG_DISTRACTOR,0.9041,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,23,indigo,9899117,WRONG_DISTRACTOR,0.9251,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,23,indigo,9899117,WRONG_DISTRACTOR,0.906,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,23,indigo,9899117,WRONG_DISTRACTOR,0.8966,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,23,indigo,9899117,WRONG_DISTRACTOR,0.9034,
Qwen/Qwen2.5-3B,implicit,gate2,full,24,ivory,1948731,WRONG_DISTRACTOR,0.9426,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,24,ivory,1948731,WRONG_DISTRACTOR,0.9586,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,24,ivory,1948731,WRONG_DISTRACTOR,0.9503,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,24,ivory,1948731,WRONG_DISTRACTOR,0.9488,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,24,ivory,1948731,WRONG_DISTRACTOR,0.9437,
Qwen/Qwen2.5-3B,implicit,gate2,full,25,grey,8827166,CORRECT,0.9042,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,25,grey,8827166,CORRECT,0.9049,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,25,grey,8827166,CORRECT,0.9044,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,25,grey,8827166,WRONG_DISTRACTOR,0.846,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,25,grey,8827166,CORRECT,0.9025,
Qwen/Qwen2.5-3B,implicit,gate2,full,26,green,2451349,CORRECT,0.9338,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,26,green,2451349,CORRECT,0.9461,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,26,green,2451349,CORRECT,0.9386,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,26,green,2451349,WRONG_DISTRACTOR,0.8617,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,26,green,2451349,CORRECT,0.9317,
Qwen/Qwen2.5-3B,implicit,gate2,full,27,grey,1348652,CORRECT,0.9345,
Qwen/Qwen2.5-3B,implicit,gate2,abl_AB,27,grey,1348652,CORRECT,0.9553,
Qwen/Qwen2.5-3B,implicit,gate2,abl_BC,27,grey,1348652,CORRECT,0.9294,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CD,27,grey,1348652,WRONG_DISTRACTOR,0.892,
Qwen/Qwen2.5-3B,implicit,gate2,abl_CTRL,27,grey,1348652,CORRECT,0.9286,
